timestamp,temperature_c,radiation_hits,attitude_rad
2026-08-13 17:25:33.348,22.00,124,18.100
2026-08-13 17:25:34.348,22.00,120,28.100
2026-08-13 17:25:35.348,21.70,120,2.100
2026-08-13 17:25:36.348,23.10,127,12.100
2026-08-13 17:25:37.349,23.10,132,22.100
2026-08-13 17:25:38.348,22.80,123,32.100
2026-08-13 17:25:39.348,22.40,128,6.100
2026-08-13 17:25:40.348,22.80,130,16.100
2026-08-13 17:25:41.348,23.10,134,26.100
2026-08-13 17:25:42.348,22.50,126,0.100
2026-08-13 17:25:43.348,21.90,131,10.100
2026-08-13 17:25:44.348,22.50,133,20.100
2026-08-13 17:25:45.348,23.10,121,30.100
2026-08-13 17:25:46.348,23.00,129,4.100
2026-08-13 17:25:47.348,22.50,131,14.100
2026-08-13 17:25:48.348,22.90,131,24.100
2026-08-13 17:25:49.348,21.60,121,34.100
2026-08-13 17:25:50.348,21.60,122,8.100
2026-08-13 17:25:51.348,23.10,126,18.100
2026-08-13 17:25:52.348,23.20,129,28.100
2026-08-13 17:25:53.348,22.30,127,2.100
2026-08-13 17:25:54.348,22.30,127,12.100
2026-08-13 17:25:55.348,21.60,123,22.100
2026-08-13 17:25:56.348,22.60,125,32.100
2026-08-13 17:25:57.348,23.30,122,6.100
2026-08-13 17:25:58.349,22.30,133,16.100
2026-08-13 17:25:59.349,22.40,127,26.100
2026-08-13 17:26:00.348,21.70,134,0.100
2026-08-13 17:26:01.349,22.10,134,10.100
2026-08-13 17:26:02.349,22.10,126,20.100
2026-08-13 17:26:03.349,21.60,121,30.100
2026-08-13 17:26:04.349,22.10,134,4.100
2026-08-13 17:26:05.348,23.00,123,14.100
2026-08-13 17:26:06.349,22.30,124,24.100
2026-08-13 17:26:07.349,23.00,133,34.100
2026-08-13 17:26:08.349,22.40,128,8.100
2026-08-13 17:26:09.349,23.00,126,18.100
2026-08-13 17:26:10.349,22.90,125,28.100
2026-08-13 17:26:11.349,22.10,129,2.100
2026-08-13 17:26:12.349,22.20,128,12.100
2026-08-13 17:26:13.349,22.30,120,22.100
2026-08-13 17:26:14.349,22.70,130,32.100
2026-08-13 17:26:15.349,23.00,121,6.100
2026-08-13 17:26:16.349,22.10,120,16.100
2026-08-13 17:26:17.349,22.70,121,26.100
2026-08-13 17:26:18.349,22.20,120,0.100
2026-08-13 17:26:19.349,22.10,124,10.100
2026-08-13 17:26:20.349,22.30,134,20.100
2026-08-13 17:26:21.349,22.50,124,30.100
2026-08-13 17:26:22.349,23.40,133,4.100
2026-08-13 17:26:23.349,22.90,123,14.100
2026-08-13 17:26:24.349,21.90,129,24.100
2026-08-13 17:26:25.349,23.00,120,34.100
2026-08-13 17:26:26.349,22.10,133,8.100
2026-08-13 17:26:27.349,22.60,124,18.100
2026-08-13 17:26:28.349,23.10,125,28.100
2026-08-13 17:26:29.349,21.50,132,2.100
2026-08-13 17:26:30.349,22.70,120,12.100
2026-08-13 17:26:31.349,22.80,126,22.100
2026-08-13 17:26:32.349,23.20,123,32.100
2026-08-13 17:26:33.349,21.90,124,6.100
2026-08-13 17:26:34.349,21.80,124,16.100
2026-08-13 17:26:35.349,22.40,125,26.100
2026-08-13 17:26:36.349,21.80,122,0.100
2026-08-13 17:26:37.349,22.40,125,10.100
2026-08-13 17:26:38.349,22.50,126,20.100
2026-08-13 17:26:39.349,22.70,125,30.100
2026-08-13 17:26:40.349,22.60,125,4.100
2026-08-13 17:26:41.349,22.70,122,14.100
2026-08-13 17:26:42.349,22.00,123,24.100
2026-08-13 17:26:43.349,22.70,128,34.100
2026-08-13 17:26:44.349,23.30,121,8.100
2026-08-13 17:26:45.349,21.80,134,18.100
2026-08-13 17:26:46.349,21.80,134,28.100
2026-08-13 17:26:47.349,21.50,133,2.100
2026-08-13 17:26:48.349,22.90,130,12.100
2026-08-13 17:26:49.349,23.00,128,22.100
2026-08-13 17:26:50.349,23.30,129,32.100
2026-08-13 17:26:51.349,21.70,133,6.100
2026-08-13 17:26:52.349,21.70,127,16.100
2026-08-13 17:26:53.349,23.10,131,26.100
2026-08-13 17:26:54.349,22.40,129,0.100
2026-08-13 17:26:55.349,22.10,125,10.100
2026-08-13 17:26:56.349,21.60,127,20.100
2026-08-13 17:26:57.349,22.60,133,30.100
2026-08-13 17:26:58.349,23.00,125,4.100
2026-08-13 17:26:59.349,22.00,130,14.100
2026-08-13 17:27:00.349,22.70,124,24.100
2026-08-13 17:27:01.349,22.40,126,34.100
2026-08-13 17:27:02.349,21.50,124,8.100
2026-08-13 17:27:03.349,21.50,120,18.100
2026-08-13 17:27:04.349,22.60,125,28.100
2026-08-13 17:27:05.349,23.30,120,2.100
2026-08-13 17:27:06.349,22.10,130,12.100
2026-08-13 17:27:07.349,21.80,130,22.100
2026-08-13 17:27:08.349,22.00,128,32.100
2026-08-13 17:27:09.349,23.30,124,6.100
2026-08-13 17:27:10.349,22.10,123,16.100
2026-08-13 17:27:11.349,22.90,130,26.100
2026-08-13 17:27:12.349,22.50,121,0.100
2026-08-13 17:27:13.349,22.70,129,10.100
2026-08-13 17:27:14.349,22.10,132,20.100
2026-08-13 17:27:15.349,22.40,134,30.100
2026-08-13 17:27:16.349,23.10,130,4.100
2026-08-13 17:27:17.350,23.20,120,14.100
2026-08-13 17:27:18.349,21.90,131,24.100
2026-08-13 17:27:19.349,22.50,132,34.100
2026-08-13 17:27:20.349,23.00,125,8.100
2026-08-13 17:27:21.349,21.90,134,18.100
2026-08-13 17:27:22.349,23.30,121,28.100
2026-08-13 17:27:23.349,22.80,127,2.100
2026-08-13 17:27:24.349,21.90,131,12.100
2026-08-13 17:27:25.349,21.50,128,22.100
2026-08-13 17:27:26.349,23.00,128,32.100
2026-08-13 17:27:27.349,22.80,122,6.100
2026-08-13 17:27:28.350,21.50,133,16.100
2026-08-13 17:27:29.350,22.40,127,26.100
2026-08-13 17:27:30.349,22.60,131,0.100
2026-08-13 17:27:31.350,21.70,134,10.100
2026-08-13 17:27:32.350,21.60,129,20.100
2026-08-13 17:27:33.349,21.60,128,30.100
2026-08-13 17:27:34.350,22.40,134,4.100
2026-08-13 17:27:35.350,22.60,134,14.100
2026-08-13 17:27:36.350,22.50,124,24.100
2026-08-13 17:27:37.350,23.00,125,34.100
2026-08-13 17:27:38.350,23.20,130,8.100
2026-08-13 17:27:39.350,22.60,122,18.100
2026-08-13 17:27:40.350,23.00,134,28.100
2026-08-13 17:27:41.350,23.00,121,2.100
2026-08-13 17:27:42.350,22.70,132,12.100
2026-08-13 17:27:43.350,22.90,128,22.100
2026-08-13 17:27:44.349,22.40,128,32.100
2026-08-13 17:27:45.350,22.80,120,6.100
2026-08-13 17:27:46.350,22.90,123,16.100
2026-08-13 17:27:47.350,21.90,125,26.100
2026-08-13 17:27:48.350,22.00,125,0.100
2026-08-13 17:27:49.350,23.10,130,10.100
2026-08-13 17:27:50.350,21.50,128,20.100
2026-08-13 17:27:51.350,22.40,131,30.100
2026-08-13 17:27:52.350,23.00,128,4.100
2026-08-13 17:27:53.350,23.00,125,14.100
2026-08-13 17:27:54.350,22.50,125,24.100
2026-08-13 17:27:55.350,22.80,122,34.100
2026-08-13 17:27:56.350,21.60,129,8.100
2026-08-13 17:27:57.350,22.00,133,18.100
2026-08-13 17:27:58.350,22.80,124,28.100
2026-08-13 17:27:59.350,21.50,120,2.100
2026-08-13 17:28:00.350,22.90,125,12.100
2026-08-13 17:28:01.350,21.70,124,22.100
2026-08-13 17:28:02.350,21.60,122,32.100
2026-08-13 17:28:03.351,21.50,121,6.100
2026-08-13 17:28:04.350,22.60,134,16.100
2026-08-13 17:28:05.350,21.50,120,26.100
2026-08-13 17:28:06.350,22.80,127,0.100
2026-08-13 17:28:07.350,21.80,130,10.100
2026-08-13 17:28:08.350,23.40,132,20.100
2026-08-13 17:28:09.350,22.10,123,30.100
2026-08-13 17:28:10.350,21.50,121,4.100
2026-08-13 17:28:11.350,23.40,133,14.100
2026-08-13 17:28:12.350,22.70,134,24.100
2026-08-13 17:28:13.350,22.30,126,34.100
2026-08-13 17:28:14.350,22.70,134,8.100
2026-08-13 17:28:15.350,23.30,131,18.100
2026-08-13 17:28:16.350,23.20,126,28.100
2026-08-13 17:28:17.350,22.20,127,2.100
2026-08-13 17:28:18.350,22.20,124,12.100
2026-08-13 17:28:19.350,22.10,132,22.100
2026-08-13 17:28:20.350,21.70,127,32.100
2026-08-13 17:28:21.350,23.10,130,6.100
2026-08-13 17:28:22.350,22.10,130,16.100
2026-08-13 17:28:23.350,22.80,133,26.100
2026-08-13 17:28:24.350,22.80,129,0.100
2026-08-13 17:28:25.350,22.30,129,10.100
2026-08-13 17:28:26.350,23.40,123,20.100
2026-08-13 17:28:27.350,22.60,128,30.100
2026-08-13 17:28:28.350,22.00,133,4.100
2026-08-13 17:28:29.350,23.20,126,14.100
2026-08-13 17:28:30.350,22.40,127,24.100
2026-08-13 17:28:31.350,22.10,120,34.100
2026-08-13 17:28:32.350,23.40,132,8.100
2026-08-13 17:28:33.350,22.20,129,18.100
2026-08-13 17:28:34.350,21.50,129,28.100
2026-08-13 17:28:35.351,23.10,131,2.100
2026-08-13 17:28:36.350,21.60,127,12.100
2026-08-13 17:28:37.350,23.20,121,22.100
2026-08-13 17:28:38.351,23.20,125,32.100
2026-08-13 17:28:39.350,23.10,127,6.100
2026-08-13 17:28:40.350,23.20,131,16.100
2026-08-13 17:28:41.350,23.20,128,26.100
2026-08-13 17:28:42.350,21.60,128,0.100
2026-08-13 17:28:43.350,21.90,124,10.100
2026-08-13 17:28:44.350,22.40,123,20.100
2026-08-13 17:28:45.350,21.90,122,30.100
2026-08-13 17:28:46.350,21.70,133,4.100
2026-08-13 17:28:47.351,21.70,125,14.100
2026-08-13 17:28:48.350,21.90,132,24.100
2026-08-13 17:28:49.350,22.80,124,34.100
2026-08-13 17:28:50.350,23.30,134,8.100
2026-08-13 17:28:51.350,23.00,129,18.100
2026-08-13 17:28:52.350,23.20,121,28.100
2026-08-13 17:28:53.350,22.00,123,2.100
2026-08-13 17:28:54.350,22.00,121,12.100
2026-08-13 17:28:55.350,23.10,134,22.100
2026-08-13 17:28:56.351,22.10,133,32.100
2026-08-13 17:28:57.350,21.50,133,6.100
2026-08-13 17:28:58.351,21.70,124,16.100
2026-08-13 17:28:59.351,22.10,129,26.100
2026-08-13 17:29:00.351,22.40,134,0.100
2026-08-13 17:29:01.351,22.70,131,10.100
2026-08-13 17:29:02.351,21.80,120,20.100
2026-08-13 17:29:03.351,21.50,128,30.100
2026-08-13 17:29:04.351,22.60,121,4.100
2026-08-13 17:29:05.350,23.30,121,14.100
2026-08-13 17:29:06.351,23.20,125,24.100
2026-08-13 17:29:07.351,21.90,128,34.100
2026-08-13 17:29:08.351,21.90,124,8.100
2026-08-13 17:29:09.351,23.40,128,18.100
2026-08-13 17:29:10.351,22.60,120,28.100
2026-08-13 17:29:11.351,21.50,132,2.100
2026-08-13 17:29:12.351,22.20,134,12.100
2026-08-13 17:29:13.351,21.70,130,22.100
2026-08-13 17:29:14.351,22.80,125,32.100
2026-08-13 17:29:15.351,21.90,130,6.100
2026-08-13 17:29:16.351,22.30,121,16.100
2026-08-13 17:29:17.351,21.60,128,26.100
2026-08-13 17:29:18.351,23.30,123,0.100
2026-08-13 17:29:19.351,22.20,126,10.100
2026-08-13 17:29:20.351,22.40,125,20.100
2026-08-13 17:29:21.351,23.00,123,30.100
2026-08-13 17:29:22.351,23.40,132,4.100
2026-08-13 17:29:23.351,21.50,122,14.100
2026-08-13 17:29:24.351,22.50,130,24.100
2026-08-13 17:29:25.351,22.20,120,34.100
2026-08-13 17:29:26.351,23.10,127,8.100
2026-08-13 17:29:27.351,23.10,127,18.100
2026-08-13 17:29:28.351,22.20,123,28.100
2026-08-13 17:29:29.351,22.90,126,2.100
2026-08-13 17:29:30.351,22.80,125,12.100
2026-08-13 17:29:31.351,23.10,125,22.100
2026-08-13 17:29:32.351,21.70,124,32.100
2026-08-13 17:29:33.351,23.40,131,6.100
2026-08-13 17:29:34.351,22.40,133,16.100
2026-08-13 17:29:35.351,22.40,123,26.100
2026-08-13 17:29:36.351,22.70,120,0.100
2026-08-13 17:29:37.351,22.40,133,10.100
2026-08-13 17:29:38.351,22.80,131,20.100
2026-08-13 17:29:39.351,23.40,122,30.100
2026-08-13 17:29:40.351,23.40,120,4.100
2026-08-13 17:29:41.351,21.90,124,14.100
2026-08-13 17:29:42.351,21.80,128,24.100
2026-08-13 17:29:43.351,22.10,126,34.100
2026-08-13 17:29:44.351,22.70,126,8.100
2026-08-13 17:29:45.351,21.90,124,18.100
2026-08-13 17:29:46.351,22.10,128,28.100
2026-08-13 17:29:47.351,22.30,131,2.100
2026-08-13 17:29:48.351,21.60,131,12.100
2026-08-13 17:29:49.351,22.60,121,22.100
2026-08-13 17:29:50.351,21.50,131,32.100
2026-08-13 17:29:51.351,23.30,121,6.100
2026-08-13 17:29:52.351,23.00,121,16.100
2026-08-13 17:29:53.351,21.80,125,26.100
2026-08-13 17:29:54.351,22.00,133,0.100
2026-08-13 17:29:55.351,21.60,134,10.100
2026-08-13 17:29:56.351,22.00,121,20.100
2026-08-13 17:29:57.351,22.30,133,30.100
2026-08-13 17:29:58.351,22.90,123,4.100
2026-08-13 17:29:59.351,21.50,121,14.100
2026-08-13 17:30:00.351,22.00,128,24.100
2026-08-13 17:30:01.351,21.80,121,34.100
2026-08-13 17:30:02.351,23.00,126,8.100
2026-08-13 17:30:03.351,22.40,130,18.100
2026-08-13 17:30:04.351,23.30,129,28.100
2026-08-13 17:30:05.351,23.40,129,2.100
2026-08-13 17:30:06.351,22.60,129,12.100
2026-08-13 17:30:07.351,23.00,123,22.100
2026-08-13 17:30:08.351,21.60,121,32.100
2026-08-13 17:30:09.351,23.10,133,6.100
2026-08-13 17:30:10.351,21.60,128,16.100
2026-08-13 17:30:11.351,23.00,134,26.100
2026-08-13 17:30:12.352,23.00,127,0.100
2026-08-13 17:30:13.352,22.10,130,10.100
2026-08-13 17:30:14.352,22.40,130,20.100
2026-08-13 17:30:15.351,22.90,129,30.100
2026-08-13 17:30:16.351,22.80,122,4.100
2026-08-13 17:30:17.352,22.00,120,14.100
2026-08-13 17:30:18.351,23.30,125,24.100
2026-08-13 17:30:19.352,22.90,133,34.100
2026-08-13 17:30:20.352,21.90,124,8.100
2026-08-13 17:30:21.351,22.70,133,18.100
2026-08-13 17:30:22.352,23.40,125,28.100
2026-08-13 17:30:23.351,22.70,129,2.100
2026-08-13 17:30:24.351,22.00,125,12.100
2026-08-13 17:30:25.351,23.00,121,22.100
2026-08-13 17:30:26.351,22.20,132,32.100
2026-08-13 17:30:27.351,21.60,124,6.100
2026-08-13 17:30:28.352,23.00,121,16.100
2026-08-13 17:30:29.352,22.30,120,26.100
2026-08-13 17:30:30.352,22.30,132,0.100
2026-08-13 17:30:31.352,23.20,122,10.100
2026-08-13 17:30:32.352,22.50,132,20.100
2026-08-13 17:30:33.352,21.80,127,30.100
2026-08-13 17:30:34.351,22.10,121,4.100
2026-08-13 17:30:35.352,22.80,131,14.100
2026-08-13 17:30:36.352,22.80,128,24.100
2026-08-13 17:30:37.352,21.50,128,34.100
2026-08-13 17:30:38.352,22.40,125,8.100
2026-08-13 17:30:39.352,22.30,120,18.100
2026-08-13 17:30:40.352,23.10,126,28.100
2026-08-13 17:30:41.352,23.30,133,2.100
2026-08-13 17:30:42.352,22.10,125,12.100
2026-08-13 17:30:43.352,22.60,122,22.100
2026-08-13 17:30:44.352,22.60,130,32.100
2026-08-13 17:30:45.352,23.30,125,6.100
2026-08-13 17:30:46.352,22.20,129,16.100
2026-08-13 17:30:47.352,21.50,120,26.100
2026-08-13 17:30:48.352,23.00,128,0.100
2026-08-13 17:30:49.352,22.70,129,10.100
2026-08-13 17:30:50.352,22.00,121,20.100
2026-08-13 17:30:51.352,21.70,133,30.100
2026-08-13 17:30:52.352,22.60,134,4.100
2026-08-13 17:30:53.352,23.00,120,14.100
2026-08-13 17:30:54.352,23.20,122,24.100
2026-08-13 17:30:55.352,22.00,130,34.100
2026-08-13 17:30:56.352,23.30,120,8.100
2026-08-13 17:30:57.352,22.70,133,18.100
2026-08-13 17:30:58.352,21.50,127,28.100
2026-08-13 17:30:59.352,21.60,133,2.100
2026-08-13 17:31:00.352,21.90,130,12.100
2026-08-13 17:31:01.352,22.40,130,22.100
2026-08-13 17:31:02.352,23.20,126,32.100
2026-08-13 17:31:03.352,22.00,130,6.100
2026-08-13 17:31:04.352,22.60,122,16.100
2026-08-13 17:31:05.352,22.00,122,26.100
2026-08-13 17:31:06.352,21.90,126,0.100
2026-08-13 17:31:07.352,23.00,131,10.100
2026-08-13 17:31:08.352,22.80,126,20.100
2026-08-13 17:31:09.352,22.90,124,30.100
2026-08-13 17:31:10.352,21.70,129,4.100
2026-08-13 17:31:11.352,23.40,128,14.100
2026-08-13 17:31:12.352,23.30,132,24.100
2026-08-13 17:31:13.352,22.60,131,34.100
2026-08-13 17:31:14.352,23.30,121,8.100
2026-08-13 17:31:15.352,22.50,122,18.100
2026-08-13 17:31:16.352,21.70,123,28.100
2026-08-13 17:31:17.352,21.70,124,2.100
2026-08-13 17:31:18.352,21.70,124,12.100
2026-08-13 17:31:19.352,22.30,122,22.100
2026-08-13 17:31:20.352,22.40,134,32.100
2026-08-13 17:31:21.352,22.60,134,6.100
2026-08-13 17:31:22.352,22.60,124,16.100
2026-08-13 17:31:23.352,23.30,132,26.100
2026-08-13 17:31:24.352,21.60,131,0.100
2026-08-13 17:31:25.352,22.20,129,10.100
2026-08-13 17:31:26.352,21.60,130,20.100
2026-08-13 17:31:27.352,22.00,134,30.100
2026-08-13 17:31:28.352,21.80,121,4.100
2026-08-13 17:31:29.353,23.40,128,14.100
2026-08-13 17:31:30.352,22.70,127,24.100
2026-08-13 17:31:31.352,21.60,127,34.100
2026-08-13 17:31:32.352,22.50,130,8.100
2026-08-13 17:31:33.352,22.50,129,18.100
2026-08-13 17:31:34.352,22.30,123,28.100
2026-08-13 17:31:35.352,22.90,125,2.100
2026-08-13 17:31:36.353,23.30,123,12.100
2026-08-13 17:31:37.352,21.80,125,22.100
2026-08-13 17:31:38.352,23.10,124,32.100
2026-08-13 17:31:39.352,21.70,130,6.100
2026-08-13 17:31:40.352,22.30,134,16.100
2026-08-13 17:31:41.353,23.20,129,26.100
2026-08-13 17:31:42.353,22.10,126,0.100
2026-08-13 17:31:43.352,21.80,120,10.100
2026-08-13 17:31:44.352,23.40,125,20.100
2026-08-13 17:31:45.353,22.10,129,30.100
2026-08-13 17:31:46.352,21.90,121,4.100
2026-08-13 17:31:47.352,22.80,128,14.100
2026-08-13 17:31:48.353,23.10,128,24.100
2026-08-13 17:45:30.925,23.10,132,0.100
2026-08-13 17:45:30.933,22.70,125,10.100
2026-08-13 17:45:31.505,23.40,127,20.100
2026-08-13 17:45:32.505,23.00,121,30.100
2026-08-13 17:45:33.505,22.90,133,4.100
2026-08-13 17:45:34.505,22.10,127,14.100
2026-08-13 17:45:35.505,22.20,126,24.100
2026-08-13 18:36:04.007,21.80,131,0.100
2026-08-13 18:36:04.011,21.60,126,10.100
2026-08-13 18:36:04.593,22.80,124,20.100
2026-08-13 18:36:05.593,22.80,130,30.100
2026-08-13 18:36:06.593,21.50,126,4.100
2026-08-13 18:36:07.593,22.90,130,14.100
2026-08-13 18:36:08.593,22.80,129,24.100
2026-08-13 18:36:09.593,23.20,130,34.100
2026-08-13 18:36:10.593,22.60,127,8.100
2026-08-13 18:36:11.593,22.40,132,18.100
2026-08-13 18:36:12.593,21.90,120,28.100
2026-08-13 18:36:13.593,23.30,132,2.100
2026-08-13 18:36:15.594,22.10,127,22.100
2026-08-13 18:36:16.593,23.30,125,32.100
2026-08-13 18:36:17.593,22.10,122,6.100
2026-08-13 18:36:18.593,21.90,123,16.100
2026-08-13 18:36:19.593,22.60,133,26.100
2026-08-13 18:36:20.593,22.80,130,0.100
2026-08-13 18:36:21.594,21.50,133,10.100
2026-08-13 18:36:22.593,22.10,123,20.100
2026-08-13 18:36:23.594,22.70,132,30.100
2026-08-13 18:36:24.593,22.70,122,4.100
2026-08-13 18:36:25.593,23.40,132,14.100
2026-08-13 18:36:26.594,23.20,123,24.100
2026-08-13 18:36:27.594,21.60,128,34.100
2026-08-13 18:36:28.593,22.00,128,8.100
2026-08-13 18:36:29.594,22.70,128,18.100
2026-08-13 18:36:30.594,23.10,124,28.100
2026-08-13 18:36:31.593,23.20,124,2.100
2026-08-13 18:36:32.594,22.80,130,12.100
2026-08-13 18:36:33.593,22.80,120,22.100
2026-08-13 18:36:34.594,22.20,123,32.100
2026-08-13 18:36:35.594,21.50,123,6.100
2026-08-13 18:36:36.593,22.60,128,16.100
2026-08-13 18:36:37.594,21.50,123,26.100
2026-08-13 18:36:38.594,23.20,133,0.100
2026-08-13 18:36:39.594,21.80,120,10.100
2026-08-13 18:36:40.594,22.30,132,20.100
2026-08-13 18:36:41.594,22.10,121,30.100
2026-08-13 18:36:42.594,22.90,132,4.100
2026-08-13 18:36:43.594,21.90,120,14.100
